LAKE_NAME,CITY,county,reportyear,numReports,numLakeGrade,distinctLakeGrade,maxGrade,numPhosReprots,maxPhos,avgPhos,numRecSuit,numDistRecSuit,maxRecSuit,numSecchi,numDistSecchi,avgSecchi
Crystal Lake,Burnsville,Dakota,1999,22,2,1,2,20,0.12,0.039000000000000014,20,4,4,20,0,1.8649999999999995
Crystal Lake,Burnsville,Dakota,2000,11,1,1,2,10,0.1,0.047,10,3,3,10,0,1.5250000000000001
Crystal Lake,Burnsville,Dakota,2001,24,2,2,3,20,0.1,0.046000000000000006,21,4,4,22,0,1.7227272727272727
Crystal Lake,Burnsville,Dakota,2002,16,1,1,2,15,0.085,0.03893333333333334,15,3,3,15,0,2.1666666666666665
Crystal Lake,Burnsville,Dakota,2003,16,1,1,2,15,0.082,0.05140000000000001,15,3,3,15,0,1.693333333333333
Crystal Lake,Burnsville,Dakota,2004,16,1,1,2,15,0.059,0.040000000000000015,14,2,2,15,0,1.9400000000000002
Crystal Lake,Burnsville,Dakota,2005,24,2,2,2,22,0.139,0.064,21,4,4,22,0,1.468181818181818
Crystal Lake,Burnsville,Dakota,2006,68,1,1,2,66,0.806,0.09968181818181814,14,2,2,27,0,1.9333333333333331
Crystal Lake,Burnsville,Dakota,2007,20,1,1,2,15,0.07,0.038000000000000006,15,3,3,15,0,2.0733333333333333
Crystal Lake,Burnsville,Dakota,2008,24,1,1,2,23,0.084,0.03760869565217393,23,4,4,23,0,1.923913043478261
Crystal Lake,Burnsville,Dakota,2009,16,1,1,3,15,0.051,0.030533333333333332,15,2,2,15,0,2.273333333333333
Crystal Lake,Burnsville,Dakota,2010,26,2,2,2,23,0.11,0.05352173913043478,24,4,4,24,0,1.3208333333333335
Crystal Lake,Burnsville,Dakota,2011,19,1,1,3,14,0.041,0.025428571428571436,18,2,2,17,0,2.102941176470588
Crystal Lake,Burnsville,Dakota,2012,19,1,1,2,14,0.089,0.03457142857142857,18,3,3,17,0,2.120588235294118
Crystal Lake,Burnsville,Dakota,2013,16,1,1,3,13,0.052,0.028769230769230776,15,4,4,14,0,1.8499999999999994
Crystal Lake,Burnsville,Dakota,2014,22,2,2,4,20,0.056,0.024400000000000005,20,4,4,20,0,1.9600000000000004
Cynthia Lake,Spring Lake Township,Scott,1980,2,0,0,,2,0.6,0.375,0,0,,2,0,1.15
Dan Patch Lake,Savage,Scott,1997,16,1,1,4,15,0.03,0.01733333333333333,15,4,4,15,0,2.3066666666666666
DeMontreville Lake,Lake Elmo,Washington,1980,5,1,1,2,4,0.05,0.04,0,0,,4,0,1.9500000000000002
DeMontreville Lake,Lake Elmo,Washington,1984,11,1,1,2,10,0.25,0.06550000000000002,0,0,,5,0,1.8200000000000003
DeMontreville Lake,Lake Elmo,Washington,1991,37,1,1,2,36,1.57,0.11638888888888882,0,0,,12,0,2.3583333333333334
DeMontreville Lake,Lake Elmo,Washington,1993,16,1,1,3,15,0.05,0.022666666666666665,15,2,2,15,0,2.6199999999999997
DeMontreville Lake,Lake Elmo,Washington,1995,35,1,1,3,34,0.19,0.037352941176470596,0,0,,14,0,2.2714285714285714
DeMontreville Lake,Lake Elmo,Washington,2000,27,1,1,4,26,0.26,0.03192307692307693,0,0,,13,0,3.8076923076923075
DeMontreville Lake,Lake Elmo,Washington,2003,26,1,1,4,25,0.111,0.028000000000000008,0,0,,13,0,3.353846153846154
DeMontreville Lake,Lake Elmo,Washington,2004,15,1,1,4,14,0.033,0.0205,11,2,2,14,0,2.742857142857143
DeMontreville Lake,Lake Elmo,Washington,2005,8,1,1,3,7,0.042,0.028142857142857143,7,2,3,7,0,3.1352857142857142
DeMontreville Lake,Lake Elmo,Washington,2006,10,1,1,3,7,0.354,0.08114285714285716,7,3,4,7,0,2.4819999999999998
DeMontreville Lake,Lake Elmo,Washington,2007,18,1,1,2,12,0.05,0.029583333333333333,9,2,2,12,0,1.8666666666666665
DeMontreville Lake,Lake Elmo,Washington,2008,29,1,1,4,28,0.242,0.034392857142857156,22,3,3,22,0,3.7864999999999993
DeMontreville Lake,Lake Elmo,Washington,2009,14,1,1,3,13,0.03,0.022000000000000002,13,2,2,13,0,3.0384615384615383
DeMontreville Lake,Lake Elmo,Washington,2010,16,1,1,3,15,0.054,0.035800000000000005,15,2,2,15,0,2.9
DeMontreville Lake,Lake Elmo,Washington,2011,22,1,1,4,21,0.123,0.026523809523809526,21,3,3,21,0,3.440952380952382
DeMontreville Lake,Lake Elmo,Washington,2012,16,1,1,4,15,0.059,0.022466666666666673,15,1,1,15,0,3.3766666666666665
DeMontreville Lake,Lake Elmo,Washington,2013,14,1,1,4,13,0.021,0.013692307692307696,13,1,1,13,0,3.715384615384615
DeMontreville Lake,Lake Elmo,Washington,2014,17,1,1,4,16,0.033,0.01725,14,2,2,15,0,2.8400000000000003
Dean Lake,Shakopee,Scott,2002,8,1,1,0,7,0.252,0.15057142857142858,4,2,4,7,0,0.5257142857142857
Dean Lake,Shakopee,Scott,2003,8,1,1,1,7,0.515,0.205,7,3,4,7,0,0.5499999999999999
Dean Lake,Shakopee,Scott,2004,7,1,1,1,6,0.264,0.11133333333333333,4,1,4,6,0,0.425
Dean Lake,Shakopee,Scott,2005,8,1,1,1,7,0.328,0.1942857142857143,7,1,4,7,0,0.29714285714285715
Dean Lake,Shakopee,Scott,2006,9,1,1,0,8,0.661,0.279875,8,4,5,8,0,0.65
Dean Lake,Shakopee,Scott,2007,17,1,1,0,9,0.409,0.23222222222222225,9,3,4,9,0,0.5177777777777777
Dean Lake,Shakopee,Scott,2008,11,1,1,1,10,0.914,0.1851,10,3,4,10,0,1.927
Dean Lake,Shakopee,Scott,2009,12,0,0,,12,0.845,0.4358333333333333,11,3,4,0,0,
Dean Lake,Shakopee,Scott,2010,9,1,1,2,8,0.267,0.15812500000000002,8,2,2,2,0,0.6499999999999999
Dean Lake,Shakopee,Scott,2011,3,0,0,,3,0.074,0.07066666666666667,2,2,2,3,0,1.5666666666666667
Deeg Lake,Burnsville,Dakota,2001,13,1,1,1,12,0.46,0.18083333333333332,8,1,4,12,0,0.4916666666666667
Deep Lake,North Oaks,Ramsey,1985,5,0,0,,5,0.155,0.128,0,0,,5,0,0.48
Diamond Lake,Dayton,Hennepin,1980,3,1,1,0,2,0.38,0.36,0,0,,2,0,0.2
Diamond Lake,Dayton,Hennepin,1994,14,1,1,1,13,0.2,0.14153846153846153,13,2,5,13,0,0.5076923076923078
Diamond Lake,Dayton,Hennepin,2004,15,1,1,0,14,0.33,0.16014285714285717,0,0,,13,0,0.373076923076923
Downs Lake,Lake Elmo,Washington,1999,15,1,1,1,14,0.21,0.12999999999999998,14,3,4,14,0,0.7714285714285715
Downs Lake,Lake Elmo,Washington,2001,10,1,1,0,9,0.18,0.14666666666666667,9,3,4,9,0,0.32777777777777783
Downs Lake,Lake Elmo,Washington,2002,10,1,1,0,9,0.263,0.18433333333333332,9,1,4,9,0,0.22777777777777775
Downs Lake,Lake Elmo,Washington,2003,7,1,1,1,6,0.174,0.12066666666666666,6,1,4,6,0,0.5166666666666666
Downs Lake,Lake Elmo,Washington,2004,8,1,1,0,7,0.276,0.17471428571428574,7,3,4,7,0,0.4714285714285715
Downs Lake,Lake Elmo,Washington,2005,10,1,1,1,9,0.274,0.15644444444444447,8,1,4,9,0,0.35555555555555557
Downs Lake,Lake Elmo,Washington,2006,8,1,1,0,7,0.324,0.17414285714285715,7,2,4,7,0,0.35714285714285715
Downs Lake,Lake Elmo,Washington,2007,11,1,1,0,5,0.287,0.17279999999999998,5,1,4,5,0,0.32
Downs Lake,Lake Elmo,Washington,2008,2,0,0,,2,0.162,0.096,2,1,4,2,0,0.5
Downs Lake,Lake Elmo,Washington,2009,10,1,1,0,9,0.35,0.22177777777777777,9,1,4,9,0,0.3111111111111111
Downs Lake,Lake Elmo,Washington,2010,1,0,0,,1,0.259,0.259,1,1,4,1,0,0.3
Downs Lake,Lake Elmo,Washington,2012,8,1,1,0,6,0.567,0.29283333333333333,7,1,4,7,0,0.3431428571428571
Downs Lake,Lake Elmo,Washington,2013,8,1,1,0,7,0.234,0.17542857142857143,7,2,4,7,0,0.3871428571428571
Downs Lake,Lake Elmo,Washington,2014,7,1,1,1,6,0.204,0.14533333333333334,6,2,4,6,0,0.8883333333333332
DuBay Lake,Dayton,Hennepin,2012,15,1,1,3,14,0.066,0.04185714285714285,13,3,3,11,0,1.9909090909090907
DuBay Lake,Dayton,Hennepin,2013,9,1,1,3,8,0.05,0.043125,8,2,2,7,0,2.557142857142857
DuBay Lake,Dayton,Hennepin,2014,1,0,0,,1,0.028,0.028,1,1,2,1,0,2.2
Duck Lake,Eden Prairie,Hennepin,2014,8,0,0,,8,0.029,0.020249999999999997,8,2,4,5,1,2.2399999999999998
Dutch Lake,Minnetrista,Hennepin,1984,15,0,0,,15,1.19,0.22933333333333336,0,0,,5,0,1.22
Eagle Lake,Camden Township,Carver,1980,10,2,1,1,8,0.57,0.21250000000000002,0,0,,8,0,1.5875
Eagle Lake,Camden Township,Carver,1981,11,1,1,1,10,0.53,0.3416,0,0,,5,0,1.9
Eagle Lake,Camden Township,Carver,1983,16,1,1,2,15,0.23,0.063,0,0,,5,0,1.58
Eagle Lake,Camden Township,Carver,1985,10,1,1,0,9,0.58,0.325,0,0,,5,0,0.45999999999999996
Eagle Lake,Camden Township,Carver,1986,56,1,1,2,55,0.29,0.04472727272727273,0,0,,17,0,1.9
Eagle Lake,Camden Township,Carver,1987,37,1,1,2,36,0.3,0.07125,0,0,,18,0,1.761111111111111
Eagle Lake,Camden Township,Carver,1991,34,1,1,2,33,0.18,0.047575757575757584,0,0,,11,0,1.6727272727272726
Eagle Lake,Camden Township,Carver,1993,16,1,1,3,15,0.06,0.034666666666666665,15,4,4,15,0,1.9999999999999998
Eagle Lake,Camden Township,Carver,1996,40,2,2,3,38,0.4,0.1655263157894737,14,3,4,26,0,2.0038461538461543
Eagle Lake,Camden Township,Carver,1997,15,1,1,3,14,0.06,0.03142857142857143,14,3,3,14,0,1.585714285714286
Eagle Lake,Camden Township,Carver,1998,31,2,2,3,29,0.48,0.14896551724137932,29,4,4,29,0,1.658620689655172
Eagle Lake,Camden Township,Carver,1999,15,1,1,1,14,0.58,0.24357142857142858,14,4,4,13,0,2.861538461538461
Eagle Lake,Camden Township,Carver,2000,22,2,2,3,20,0.53,0.17950000000000002,15,4,4,20,0,2.4850000000000003
Eagle Lake,Camden Township,Carver,2001,15,1,1,1,14,0.59,0.295,14,3,4,14,0,1.0285714285714287
Eagle Lake,Camden Township,Carver,2002,20,2,2,2,18,0.392,0.19927777777777778,16,4,4,18,0,0.7388888888888892
Eagle Lake,Camden Township,Carver,2003,15,1,1,1,14,0.315,0.2012857142857143,14,3,4,14,0,0.725
Eagle Lake,Camden Township,Carver,2004,24,1,1,1,23,0.393,0.21526086956521745,0,0,,11,0,1.0363636363636366
Eagle Lake,Camden Township,Carver,2005,22,2,2,3,20,0.4,0.11740000000000002,16,5,5,20,0,1.6554999999999995
Eagle Lake,Camden Township,Carver,2006,15,1,1,0,14,0.318,0.19685714285714287,14,3,4,14,0,0.9214285714285716
Eagle Lake,Camden Township,Carver,2007,15,1,1,0,13,0.341,0.20500000000000002,13,3,4,13,0,0.5538461538461539
Eagle Lake,Camden Township,Carver,2008,14,1,1,0,13,0.318,0.19323076923076923,13,4,5,13,0,0.5346153846153846
Eagle Lake,Camden Township,Carver,2009,23,2,2,3,20,0.299,0.13715,20,5,5,20,0,1.1549999999999998
Eagle Lake,Camden Township,Carver,2010,15,1,1,1,14,0.194,0.11492857142857145,14,3,4,14,0,0.6071428571428573
Eagle Lake,Camden Township,Carver,2011,15,1,1,0,14,0.343,0.19757142857142856,14,3,5,14,0,0.525
Eagle Lake,Camden Township,Carver,2012,52,2,2,2,36,0.749,0.16205555555555554,25,4,4,25,0,1.2568
Eagle Lake,Camden Township,Carver,2013,23,1,1,1,13,0.574,0.22176923076923077,13,2,4,13,0,0.5461538461538461
Eagle Lake,Camden Township,Carver,2014,14,1,1,0,13,0.302,0.17946153846153848,13,3,4,13,0,0.7192307692307692
Eagle Point Lake,Lake Elmo,Washington,1993,14,0,0,,14,0.24,0.1407142857142857,14,2,5,14,0,0.5571428571428572
Eagle Point Lake,Lake Elmo,Washington,2006,6,1,1,0,5,1.32,0.7205999999999999,5,1,4,5,0,0.15
Eagle Point Lake,Lake Elmo,Washington,2007,3,1,1,2,2,0.246,0.17049999999999998,2,1,4,2,0,0.85
Eagle Point Lake,Lake Elmo,Washington,2008,2,0,0,,2,0.335,0.21500000000000002,2,1,4,2,0,0.9
Eagle Point Lake,Lake Elmo,Washington,2009,2,0,0,,2,0.139,0.1385,2,1,4,2,0,0.631
Eagle Point Lake,Lake Elmo,Washington,2011,8,1,1,1,7,0.214,0.10714285714285714,7,2,4,7,0,0.9585714285714287
Eagle Point Lake,Lake Elmo,Washington,2012,7,1,1,0,6,0.856,0.342,6,1,4,5,0,0.36379999999999996
Eagle Point Lake,Lake Elmo,Washington,2013,7,0,0,,7,0.168,0.09128571428571429,7,2,4,3,0,0.6033333333333334
Eagle Point Lake,Lake Elmo,Washington,2014,6,0,0,,6,0.058,0.0415,6,2,4,6,2,1.1433333333333333
Earley Lake,Burnsville,Dakota,1994,11,1,1,2,10,0.07,0.043,10,3,4,10,0,1.23
Earley Lake,Burnsville,Dakota,1995,12,1,1,2,11,0.09,0.058181818181818175,11,4,5,11,0,1.1545454545454545
Earley Lake,Burnsville,Dakota,1996,10,1,1,2,9,0.07,0.05444444444444445,8,3,4,9,0,1.1111111111111112
Earley Lake,Burnsville,Dakota,1997,11,1,1,2,10,0.13,0.05600000000000001,10,2,4,10,0,1.38
Earley Lake,Burnsville,Dakota,1998,11,1,1,2,10,0.105,0.05450000000000001,10,4,5,10,0,1.25
Earley Lake,Burnsville,Dakota,1999,10,1,1,2,9,0.13,0.05111111111111111,9,4,5,9,0,1.2555555555555555
Earley Lake,Burnsville,Dakota,2000,9,1,1,2,8,0.08,0.05375,8,2,4,8,0,1.2999999999999998
Earley Lake,Burnsville,Dakota,2001,7,1,1,2,6,0.13,0.06,6,3,4,6,0,1.4000000000000001
Earley Lake,Burnsville,Dakota,2002,11,1,1,2,10,0.079,0.038400000000000004,10,1,4,10,0,1.24
Earley Lake,Burnsville,Dakota,2003,10,1,1,2,8,0.074,0.03812500000000001,9,1,4,9,0,1.6888888888888889
Earley Lake,Burnsville,Dakota,2004,7,1,1,2,6,0.082,0.060666666666666674,6,1,4,6,0,1.6849999999999998
Earley Lake,Burnsville,Dakota,2005,8,1,1,2,7,0.137,0.060571428571428575,6,1,4,7,0,1.6285714285714286
Earley Lake,Burnsville,Dakota,2006,10,1,1,3,9,0.067,0.04533333333333333,9,2,5,9,0,1.533333333333333
Earley Lake,Burnsville,Dakota,2007,17,1,1,2,12,0.075,0.04083333333333334,12,2,4,12,0,1.4666666666666668
Earley Lake,Burnsville,Dakota,2008,10,1,1,3,9,0.05,0.03366666666666667,9,2,5,9,0,1.9333333333333331
Earley Lake,Burnsville,Dakota,2009,11,1,1,3,10,0.068,0.040799999999999996,8,3,4,9,0,2.0555555555555554
Earley Lake,Burnsville,Dakota,2010,12,1,1,2,11,0.063,0.03818181818181819,9,2,4,11,0,1.6363636363636365
Earley Lake,Burnsville,Dakota,2011,9,1,1,3,8,0.037,0.0315,8,2,5,8,0,1.9625000000000001
Earley Lake,Burnsville,Dakota,2012,13,1,1,3,12,0.159,0.055750000000000015,9,3,5,12,0,1.9166666666666663
Earley Lake,Burnsville,Dakota,2013,14,1,1,2,13,0.044,0.031692307692307686,13,3,3,13,0,1.5692307692307692
Earley Lake,Burnsville,Dakota,2014,15,1,1,3,14,0.064,0.04007142857142858,14,2,2,14,0,1.464285714285714
East Boot Lake,May Township,Washington,1996,1,1,1,3,0,,,0,0,,0,0,
East Boot Lake,May Township,Washington,1997,1,1,1,3,0,,,0,0,,0,0,
East Boot Lake,May Township,Washington,1998,1,1,1,3,0,,,0,0,,0,0,
East Boot Lake,May Township,Washington,1999,1,1,1,2,0,,,0,0,,0,0,
East Boot Lake,May Township,Washington,2000,15,1,1,2,14,0.06,0.04357142857142858,12,4,5,14,0,2.017142857142857
East Boot Lake,May Township,Washington,2001,15,1,1,2,14,0.07,0.03428571428571429,14,4,4,14,0,2.1461428571428574
East Boot Lake,May Township,Washington,2002,15,1,1,2,14,0.08,0.047285714285714285,13,3,4,14,0,2.9092857142857143
East Boot Lake,May Township,Washington,2003,15,1,1,2,14,0.079,0.04478571428571428,14,3,4,14,0,2.267357142857143
East Boot Lake,May Township,Washington,2004,15,1,1,3,14,0.081,0.03828571428571429,14,3,3,14,0,3.1025
East Boot Lake,May Township,Washington,2005,15,1,1,3,14,0.102,0.04035714285714286,14,4,5,14,0,3.233071428571429
East Boot Lake,May Township,Washington,2006,10,1,1,3,7,0.197,0.06500000000000002,7,3,4,7,0,2.895571428571429
East Boot Lake,May Township,Washington,2007,8,1,1,3,7,0.078,0.045571428571428575,7,2,4,7,0,3.200428571428571
East Boot Lake,May Township,Washington,2008,14,1,1,3,13,1.91,0.5766923076923076,7,4,4,7,0,3.4834285714285715
East Boot Lake,May Township,Washington,2009,8,1,1,4,7,0.028,0.024,7,4,4,7,0,2.6128571428571425
East Boot Lake,May Township,Washington,2010,8,1,1,4,7,0.053,0.032857142857142856,7,2,4,7,0,3.5042857142857144
East Boot Lake,May Township,Washington,2011,10,1,1,3,7,0.071,0.038714285714285715,7,2,4,7,0,3.2457142857142856
East Boot Lake,May Township,Washington,2012,9,1,1,3,7,0.067,0.03457142857142857,7,4,4,7,0,4.24
East Boot Lake,May Township,Washington,2013,13,1,1,4,12,0.073,0.023999999999999997,12,3,4,12,0,3.8823333333333334
East Boot Lake,May Township,Washington,2014,13,1,1,4,12,0.032,0.018416666666666665,11,3,4,12,0,4.204999999999999
East Lake,Lakeville,Dakota,2005,14,1,1,0,13,0.318,0.187,13,2,5,13,0,0.34615384615384615
East Lake,Lakeville,Dakota,2006,6,0,0,,6,0.159,0.08533333333333333,6,3,4,6,0,1.3716666666666668
East Lake,Lakeville,Dakota,2007,23,1,1,0,14,0.452,0.20885714285714282,14,1,4,14,0,0.3178571428571429
East Lake,Lakeville,Dakota,2008,14,1,1,1,13,0.269,0.11869230769230768,13,2,4,13,0,0.7461538461538461
East Lake,Lakeville,Dakota,2010,15,1,1,1,14,0.146,0.09942857142857142,14,3,4,14,0,0.6571428571428571
East Lake,Lakeville,Dakota,2011,12,1,1,0,11,0.78,0.1670909090909091,9,3,5,11,0,0.6363636363636365
East Lake,Lakeville,Dakota,2012,14,1,1,0,13,0.276,0.12230769230769231,13,2,4,13,0,0.5692307692307692
East Lake,Lakeville,Dakota,2013,12,1,1,1,11,0.194,0.09018181818181815,11,5,5,11,0,0.840909090909091
East Lake,Lakeville,Dakota,2014,13,1,1,2,11,0.082,0.05372727272727273,12,4,5,12,0,1.1208333333333333
East Twin Lake,Burns Township,Anoka,1980,2,0,0,,2,0.03,0.02,0,0,,2,0,3.3
East Twin Lake,Burns Township,Anoka,1981,10,0,0,,10,0.43,0.13269999999999998,0,0,,5,0,4.68
East Twin Lake,Burns Township,Anoka,1983,15,0,0,,15,0.41,0.10366666666666667,0,0,,5,0,2.6999999999999997
East Twin Lake,Burns Township,Anoka,1989,52,0,0,,52,0.34,0.09374999999999994,0,0,,13,0,4.107692307692307
East Twin Lake,Burns Township,Anoka,1995,46,0,0,,46,0.91,0.14304347826086952,0,0,,13,0,3.384615384615384
East Twin Lake,Burns Township,Anoka,1998,39,0,0,,39,0.41,0.07538461538461536,0,0,,13,0,3.4615384615384617
East Twin Lake,Burns Township,Anoka,2009,6,0,0,,6,0.314,0.1611666666666667,3,1,1,3,0,4.066666666666666
East Twin Lake,Burns Township,Anoka,2010,12,0,0,,12,0.26,0.09524999999999996,6,1,1,6,0,4.125
Echo Lake,Mahtomedi,Washington,2006,11,1,1,1,10,0.096,0.071,10,2,4,10,0,0.741
Echo Lake,Mahtomedi,Washington,2007,11,1,1,1,8,0.108,0.07137500000000001,8,1,4,8,0,0.7125
Echo Lake,Mahtomedi,Washington,2008,4,0,0,,4,0.095,0.0635,4,1,4,4,0,0.5375
Echo Lake,Mahtomedi,Washington,2010,8,1,1,1,7,0.113,0.07442857142857143,7,2,4,7,0,0.7185714285714286
Echo Lake,Mahtomedi,Washington,2012,8,0,0,,7,0.156,0.08471428571428573,7,3,3,4,0,1.6325
Echo Lake,Mahtomedi,Washington,2013,7,0,0,,7,0.039,0.02914285714285714,7,4,4,4,0,1.825
Echo Lake,Mahtomedi,Washington,2014,6,0,0,,6,0.053,0.034333333333333334,6,3,4,6,2,1.9183333333333332
Edina Lake,Edina,Hennepin,2004,11,1,1,1,10,0.209,0.1061,10,2,4,10,0,0.45999999999999996
Edina Lake,Edina,Hennepin,2005,11,1,1,1,10,0.199,0.12769999999999998,10,1,4,10,0,0.33999999999999997
Edith Lake,Afton,Washington,2005,7,1,1,4,6,0.039,0.023666666666666666,6,2,2,6,0,2.7416666666666667
Edith Lake,Afton,Washington,2006,13,1,1,3,12,0.06,0.02991666666666666,12,3,3,12,0,1.916666666666667
Edith Lake,Afton,Washington,2007,21,1,1,4,12,0.035,0.017833333333333333,12,2,3,12,0,2.4833333333333334
Edith Lake,Afton,Washington,2008,24,1,1,3,23,0.362,0.08243478260869562,17,3,4,17,0,1.973411764705882
Edith Lake,Afton,Washington,2009,25,1,1,3,23,0.397,0.09299999999999997,17,3,4,17,0,2.0712941176470587
Edith Lake,Afton,Washington,2011,45,1,1,3,43,0.319,0.0633720930232558,15,2,3,15,0,2.4193333333333333
Edith Lake,Afton,Washington,2012,44,1,1,3,43,0.276,0.06667441860465119,15,3,3,15,0,2.6386666666666665
Edith Lake,Afton,Washington,2013,17,1,1,4,16,0.049,0.018812500000000003,16,4,4,16,0,2.2524999999999995
Edith Lake,Afton,Washington,2014,15,1,1,4,14,0.039,0.01521428571428572,12,2,3,14,0,2.7399999999999993
Egg Lake,Hugo,Washington,2001,3,0,0,,3,0.06,0.04666666666666667,3,2,5,3,0,1.2333333333333334
Elmo Lake,Lake Elmo,Washington,1980,5,1,1,3,4,0.04,0.035,0,0,,4,0,1.875
Elmo Lake,Lake Elmo,Washington,1981,11,1,1,4,10,0.042,0.0221,0,0,,5,0,2.44
Elmo Lake,Lake Elmo,Washington,1982,119,1,1,3,118,0.1,0.031194915254237267,0,0,,45,0,2.248888888888889
Elmo Lake,Lake Elmo,Washington,1984,21,1,1,3,20,0.09,0.024,0,0,,5,0,2.4800000000000004
Elmo Lake,Lake Elmo,Washington,1987,5,0,0,,5,0.07,0.038,0,0,,1,0,3.7
Elmo Lake,Lake Elmo,Washington,1988,87,1,1,4,86,0.13,0.031802325581395334,0,0,,18,0,3.2666666666666666
Elmo Lake,Lake Elmo,Washington,1991,60,1,1,4,59,0.14,0.030338983050847472,0,0,,12,0,4.058333333333334
Elmo Lake,Lake Elmo,Washington,1994,12,1,1,4,11,0.04,0.014999999999999998,11,2,2,11,0,4.163636363636363
Elmo Lake,Lake Elmo,Washington,2005,10,1,1,4,9,0.068,0.02122222222222222,9,3,3,9,0,4.444444444444445
Elmo Lake,Lake Elmo,Washington,2006,9,1,1,4,8,0.028,0.017,7,1,1,8,0,3.3125
Elmo Lake,Lake Elmo,Washington,2007,10,1,1,4,9,0.031,0.013777777777777778,9,1,1,9,0,3.6999999999999997
Elmo Lake,Lake Elmo,Washington,2008,26,1,1,4,25,0.156,0.020560000000000005,19,2,2,19,0,3.706736842105263
Elmo Lake,Lake Elmo,Washington,2009,11,1,1,4,10,0.024,0.017700000000000004,10,1,1,10,0,3.96
Elmo Lake,Lake Elmo,Washington,2010,20,1,1,4,19,0.031,0.016578947368421058,19,2,2,15,0,4.386666666666667
Elmo Lake,Lake Elmo,Washington,2011,10,1,1,3,9,0.122,0.04611111111111112,9,3,3,9,0,4.711111111111111
Elmo Lake,Lake Elmo,Washington,2012,11,1,1,4,10,0.027,0.0203,10,2,2,10,0,5.51
Elmo Lake,Lake Elmo,Washington,2013,7,1,1,4,6,0.031,0.014499999999999999,6,2,2,6,0,5.933333333333333
Elmo Lake,Lake Elmo,Washington,2014,7,1,1,4,6,0.042,0.01783333333333333,6,3,3,6,0,4.75
Fahlstrom Pond,Afton,Washington,2008,8,0,0,,8,0.399,0.19925,8,2,4,8,0,0.62875
Fahlstrom Pond,Afton,Washington,2009,14,1,1,1,12,0.518,0.2134166666666667,12,3,4,12,0,0.8254166666666666
Fahlstrom Pond,Afton,Washington,2010,9,0,0,,9,0.422,0.2777777777777778,9,2,4,9,0,0.6077777777777778
Farquar Lake,Apple Valley,Dakota,1980,4,0,0,,4,0.19,0.1525,0,0,,4,0,0.5
Farquar Lake,Apple Valley,Dakota,1994,16,1,1,2,15,0.15,0.06866666666666667,15,2,3,15,0,1.3599999999999999
Farquar Lake,Apple Valley,Dakota,1995,17,1,1,1,16,0.12,0.075625,16,3,4,16,0,1.15625
Farquar Lake,Apple Valley,Dakota,1996,15,1,1,2,14,0.15,0.08714285714285712,14,4,4,14,0,1.5642857142857143
Farquar Lake,Apple Valley,Dakota,1997,16,1,1,1,15,0.17,0.08533333333333332,15,3,4,15,0,1.0133333333333334
Farquar Lake,Apple Valley,Dakota,1999,16,1,1,0,15,0.27,0.158,15,3,4,15,0,0.4800000000000001
Farquar Lake,Apple Valley,Dakota,2000,14,1,1,0,13,0.27,0.16384615384615384,13,3,4,13,0,0.5153846153846153
Farquar Lake,Apple Valley,Dakota,2001,12,1,1,0,11,0.4,0.22545454545454546,11,3,4,11,0,0.3818181818181818
Farquar Lake,Apple Valley,Dakota,2002,14,1,1,0,13,0.339,0.17507692307692307,12,3,4,13,0,0.39999999999999997
Farquar Lake,Apple Valley,Dakota,2003,15,1,1,0,14,0.243,0.1312142857142857,11,3,4,14,0,0.6428571428571429
Farquar Lake,Apple Valley,Dakota,2004,15,1,1,0,14,0.377,0.19692857142857143,14,3,4,14,0,0.48571428571428577
Farquar Lake,Apple Valley,Dakota,2005,16,1,1,0,15,0.272,0.15960000000000002,13,3,4,15,0,0.7200000000000002
Farquar Lake,Apple Valley,Dakota,2006,14,1,1,1,13,0.32,0.14661538461538462,13,4,4,13,0,0.6923076923076924
Farquar Lake,Apple Valley,Dakota,2007,14,1,1,0,13,0.356,0.17938461538461536,13,3,4,13,0,0.5115384615384616
Farquar Lake,Apple Valley,Dakota,2008,14,1,1,1,13,0.262,0.12100000000000001,13,4,4,13,0,0.7307692307692306
Farquar Lake,Apple Valley,Dakota,2009,15,1,1,0,14,0.786,0.21221428571428572,13,2,3,14,0,0.5178571428571429
Farquar Lake,Apple Valley,Dakota,2010,15,1,1,1,14,0.147,0.1025,14,3,3,14,0,0.5885714285714286
Farquar Lake,Apple Valley,Dakota,2011,15,1,1,0,14,0.144,0.0995,14,3,3,14,0,0.6142857142857142
Farquar Lake,Apple Valley,Dakota,2012,15,1,1,0,14,0.316,0.16571428571428573,14,3,3,14,0,0.6285714285714284
Farquar Lake,Apple Valley,Dakota,2013,14,1,1,1,13,0.246,0.11253846153846155,13,3,3,13,0,0.7200000000000001
Farquar Lake,Apple Valley,Dakota,2014,16,1,1,1,15,0.278,0.1256,15,4,4,15,0,0.7540000000000001
Fireman's Clayhole Lake,Chaska,Carver,2001,13,1,1,4,12,0.03,0.022499999999999996,12,4,4,12,0,2.6375
Fireman's Clayhole Lake,Chaska,Carver,2002,15,1,1,4,14,0.04,0.02028571428571429,14,3,3,14,0,3.1928571428571426
Fireman's Clayhole Lake,Chaska,Carver,2003,15,1,1,4,14,0.056,0.025500000000000005,14,2,2,14,0,3.1142857142857143
